..\datos\GKD-b_10_n25_m7.txt;31.1587;599
..\datos\GKD-b_11_n50_m5.txt;13.5064;707
..\datos\GKD-b_12_n50_m5.txt;13.908;651
..\datos\GKD-b_13_n50_m5.txt;12.5162;682
..\datos\GKD-b_14_n50_m5.txt;10.3139;665
..\datos\GKD-b_15_n50_m5.txt;18.1562;663
..\datos\GKD-b_16_n50_m15.txt;95.5916;1445
..\datos\GKD-b_17_n50_m15.txt;66.6619;1409
..\datos\GKD-b_18_n50_m15.txt;93.4764;1442
..\datos\GKD-b_19_n50_m15.txt;90.9369;1470
..\datos\GKD-b_1_n25_m2.txt;0;691
..\datos\GKD-b_20_n50_m15.txt;67.089;1404
..\datos\GKD-b_21_n100_m10.txt;41.8333;1683
..\datos\GKD-b_22_n100_m10.txt;37.1753;1811
..\datos\GKD-b_23_n100_m10.txt;23.0845;1947
..\datos\GKD-b_24_n100_m10.txt;39.7998;1931
..\datos\GKD-b_25_n100_m10.txt;51.2563;1849
..\datos\GKD-b_26_n100_m30.txt;210.679;4569
..\datos\GKD-b_27_n100_m30.txt;150.029;4401
..\datos\GKD-b_28_n100_m30.txt;139.692;4802
..\datos\GKD-b_29_n100_m30.txt;193.839;4737
..\datos\GKD-b_2_n25_m2.txt;0;694
..\datos\GKD-b_30_n100_m30.txt;203.505;4309
..\datos\GKD-b_31_n125_m12.txt;38.3163;2853
..\datos\GKD-b_32_n125_m12.txt;51.9816;2952
..\datos\GKD-b_33_n125_m12.txt;46.1719;2625
..\datos\GKD-b_34_n125_m12.txt;43.1182;2434
..\datos\GKD-b_35_n125_m12.txt;41.1865;3277
..\datos\GKD-b_36_n125_m37.txt;269.669;7438
..\datos\GKD-b_37_n125_m37.txt;261.402;6979
..\datos\GKD-b_38_n125_m37.txt;254.647;6664
..\datos\GKD-b_39_n125_m37.txt;212.959;6932
..\datos\GKD-b_3_n25_m2.txt;0;697
..\datos\GKD-b_40_n125_m37.txt;293.281;7209
..\datos\GKD-b_41_n150_m15.txt;61.073;3853
..\datos\GKD-b_42_n150_m15.txt;58.4254;3845
..\datos\GKD-b_43_n150_m15.txt;74.8336;3877
..\datos\GKD-b_44_n150_m15.txt;49.814;3759
..\datos\GKD-b_45_n150_m15.txt;43.4119;3751
..\datos\GKD-b_46_n150_m45.txt;315.937;10001
..\datos\GKD-b_47_n150_m45.txt;303.243;10614
..\datos\GKD-b_48_n150_m45.txt;284.108;11614
..\datos\GKD-b_49_n150_m45.txt;300.274;10262
..\datos\GKD-b_4_n25_m2.txt;0;672
..\datos\GKD-b_50_n150_m45.txt;289.762;10652
..\datos\GKD-b_5_n25_m2.txt;0;679
..\datos\GKD-b_6_n25_m7.txt;13.4793;586
..\datos\GKD-b_7_n25_m7.txt;28.5322;587
..\datos\GKD-b_8_n25_m7.txt;36.4973;583
..\datos\GKD-b_9_n25_m7.txt;39.5011;567
